t,month,year,covid,control,extra_mon,extra_tue,extra_wed,extra_thu,extra_fri,extra_sat,extra_sun,top30,fulldata,mon_ct,tue_ct,wed_ct,thu_ct,fri_ct,sat_ct,sun_ct,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,day_ct
181,6,2018,0,1,0,0,0,0,1,1,0,0,1,4,4,4,4,5,5,4,222896.0,48615.0,15888.98,2297.62,10710.76,66.05,19651.55,4124.0,576.0,3203293.0,1051709.0,220706.0,495019.0,2999.0,1432860.0,41790
181,6,2018,0,1,0,0,0,0,1,1,0,1,1,4,4,4,4,5,5,4,403297.0,85490.0,21289.2,3558.48,29599.95,136.47,30905.82,6570.0,1352.0,6002492.0,1652096.0,335748.0,1640387.0,6155.0,2368106.0,10140
182,7,2018,0,1,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,229629.0,51404.0,16480.02,2551.11,11688.08,114.08,20570.7,3647.0,551.0,3301280.0,1039934.0,240923.0,544815.0,4971.0,1470637.0,41881
182,7,2018,0,1,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,415669.0,91246.0,22281.79,3857.73,31380.18,154.93,33571.36,7436.0,1500.0,6556282.0,1687257.0,383379.0,1852284.0,6769.0,2626593.0,10323
183,8,2018,0,1,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,228300.0,49117.0,15784.73,2510.35,11230.98,93.31,19497.78,4094.0,473.0,3267895.0,1082419.0,229305.0,527493.0,4620.0,1424058.0,43369
183,8,2018,0,1,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,416372.0,93767.0,21659.0,3800.99,35191.2,141.65,32974.31,8258.0,1599.0,6926398.0,1731014.0,365989.0,2200045.0,7103.0,2622247.0,10292
184,9,2018,0,1,0,0,0,0,0,1,1,0,1,4,4,4,4,4,5,5,207434.0,32303.0,10630.93,1671.2,7859.83,88.36,12053.03,3332.0,357.0,1985176.0,661475.0,163906.0,322081.0,7224.0,830490.0,40320
184,9,2018,0,1,0,0,0,0,0,1,1,1,1,4,4,4,4,4,5,5,378315.0,62659.0,14812.65,2231.95,25752.15,128.37,19733.81,4800.0,1010.0,4161981.0,1141936.0,213479.0,1352149.0,12505.0,1441912.0,9930
185,10,2018,0,1,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,220031.0,35572.0,11690.54,1174.59,9333.42,50.55,13322.85,1887.0,504.0,2058612.0,727521.0,132164.0,366129.0,2236.0,830562.0,42315
185,10,2018,0,1,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,396070.0,66085.0,15933.06,1390.47,26615.41,78.0,22068.07,2598.0,778.0,4002923.0,1181142.0,142181.0,1150730.0,4846.0,1524024.0,10354
186,11,2018,0,1,0,0,0,1,1,0,0,0,1,4,4,4,5,5,4,4,210137.0,38968.0,12637.64,1145.67,9923.16,73.13,15188.34,2158.0,509.0,2249696.0,776848.0,125940.0,373352.0,3681.0,969875.0,41250
186,11,2018,0,1,0,0,0,1,1,0,0,1,1,4,4,4,5,5,4,4,376041.0,72809.0,17314.85,1846.53,28959.43,126.15,24561.97,4096.0,668.0,4710504.0,1326186.0,234728.0,1405291.0,5694.0,1738605.0,10140
187,12,2018,0,1,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,212406.0,39490.0,13430.17,1328.91,9550.35,127.76,15053.08,2681.0,640.0,2255721.0,810277.0,145329.0,352040.0,5400.0,942675.0,43090
187,12,2018,0,1,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,381436.0,69192.0,17960.73,1621.61,25594.12,153.66,23862.04,4071.0,713.0,4315705.0,1322367.0,179971.0,1143074.0,6589.0,1663704.0,10416
188,1,2019,0,1,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,209654.0,36533.0,11651.71,1572.45,9744.13,69.65,13495.39,6034.0,677.0,2250181.0,788743.0,172484.0,379712.0,2778.0,906464.0,43121
188,1,2019,0,1,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,374326.0,68689.0,15919.03,2546.7400000000002,27743.670000000002,115.92,22363.62,10687.0,619.0,4912609.0,1326859.0,293497.0,1567778.0,5588.0,1718887.0,10354
189,2,2019,0,1,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,192132.0,42583.0,13641.37,1716.26,10951.07,80.46,16194.1,5956.0,858.0,2732414.0,937312.0,220345.0,447117.0,7309.0,1120331.0,37996
189,2,2019,0,1,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,341042.0,76894.0,17863.5,2639.62,29422.63,139.99,26828.31,9299.0,747.0,5519345.0,1514659.0,342482.0,1575575.0,10780.0,2075849.0,9296
190,3,2019,0,1,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,228951.0,37621.0,13769.41,974.77,8144.3,90.27,14642.29,4541.0,495.0,2280334.0,910263.0,106448.0,311897.0,4002.0,947724.0,43338
190,3,2019,0,1,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,403121.0,68656.0,18897.68,1483.06,23090.36,133.62,25051.29,8021.0,510.0,4618065.0,1489379.0,176261.0,1085546.0,6206.0,1860673.0,10447
191,4,2019,0,1,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,222158.0,38510.0,13263.32,1499.88,8113.66,95.1,15538.06,5585.0,497.0,2491184.0,872534.0,163728.0,354044.0,3973.0,1096905.0,40920
191,4,2019,0,1,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,389865.0,70008.0,18521.18,1991.05,24154.95,96.27,25244.39,8903.0,1018.0,5185857.0,1530269.0,262453.0,1399547.0,5422.0,1988166.0,9930
192,5,2019,0,1,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,230338.0,44861.0,14710.33,1897.41,10220.69,63.38,17969.05,5109.0,675.0,2888726.0,941181.0,220045.0,451855.0,2497.0,1273148.0,42997
192,5,2019,0,1,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,406052.0,81422.0,20041.32,2895.37,28908.5,114.6,29462.25,7903.0,1364.0,5987567.0,1581853.0,365318.0,1713637.0,5004.0,2321755.0,10137
193,6,2019,0,1,0,0,0,0,0,1,1,0,1,4,4,4,4,4,5,5,232085.0,55453.0,17422.08,2509.65,12514.95,147.41,22858.81,4680.0,681.0,3792773.0,1221148.0,252493.0,603381.0,10574.0,1705177.0,43320
193,6,2019,0,1,0,0,0,0,0,1,1,1,1,4,4,4,4,4,5,5,404606.0,97905.0,23517.91,3728.48,34354.11,208.38,36096.22,8547.0,1896.0,7311111.0,1931587.0,377253.0,2071372.0,14117.0,2916782.0,10020
194,7,2019,0,1,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,240289.0,48828.0,16172.68,2647.92,10389.65,98.1,19519.56,4471.0,432.0,3377539.0,1146848.0,271930.0,491121.0,4233.0,1463407.0,43803
194,7,2019,0,1,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,418740.0,86802.0,22146.3,3759.42,28792.5,141.60999999999999,31962.25,8457.0,1888.0,6961649.0,1925886.0,430306.0,1934611.0,6502.0,2664344.0,10385
195,8,2019,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,237402.0,46319.0,14953.95,1954.13,10703.79,85.62,18621.85,4015.0,489.0,3047314.0,1025241.0,184752.0,509955.0,3176.0,1324190.0,44888
195,8,2019,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,421059.0,86959.0,20853.01,3147.9,31239.05,163.48,31555.5,7283.0,1323.0,6526465.0,1809346.0,331795.0,1905264.0,8091.0,2471969.0,10385
196,9,2019,0,0,1,0,0,0,0,0,1,0,1,5,4,4,4,4,4,5,218833.0,28269.0,9949.53,868.46,6730.15,53.82,10667.35,3524.0,350.0,1700089.0,633566.0,90379.0,264879.0,1861.0,709404.0,42180
196,9,2019,0,0,1,0,0,0,0,0,1,1,1,5,4,4,4,4,4,5,387146.0,55299.0,13722.04,1343.85,22390.97,80.99,17761.24,6492.0,897.0,3844070.0,1123200.0,153337.0,1256765.0,3741.0,1307027.0,9960
197,10,2019,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,230088.0,37647.0,12328.85,975.92,9326.63,72.87,14942.86,2142.0,500.0,2188434.0,783497.0,98786.0,354110.0,2743.0,949298.0,44020
197,10,2019,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,405926.0,67399.0,16134.18,1325.67,26604.71,101.97,23232.53,3030.0,705.0,4355302.0,1297473.0,153623.0,1301279.0,4740.0,1598187.0,10199
198,11,2019,0,0,0,0,0,0,1,1,0,0,1,4,4,4,4,5,5,4,218693.0,30882.0,10991.12,618.45,7462.86,82.12,11727.18,1672.0,432.0,1775093.0,689172.0,75679.0,269243.0,3535.0,737464.0,42630
198,11,2019,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,5,5,4,383760.0,54769.0,14894.85,1044.91,19835.46,129.35,18864.38,2774.0,468.0,3559180.0,1188130.0,149763.0,874018.0,5531.0,1341738.0,10230
199,12,2019,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,227105.0,45340.0,15424.47,1238.02,9726.41,98.96,18852.12,2242.0,660.0,2881984.0,1023608.0,152914.0,397177.0,4375.0,1303910.0,45446
199,12,2019,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,398658.0,81605.0,21063.58,1923.14,28925.420000000002,178.33,29514.6,3551.0,698.0,5702436.0,1661206.0,236430.0,1524971.0,6706.0,2273123.0,10695
200,1,2020,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,219869.0,30290.0,11396.68,1418.5,8111.18,87.6,9276.44,2873.0,545.0,1808504.0,724166.0,150781.0,322769.0,3647.0,607141.0,45012
200,1,2020,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,387477.0,51995.0,15774.24,1858.36,18988.01,88.6,15285.85,4055.0,605.0,3474746.0,1307971.0,227314.0,850840.0,3846.0,1084775.0,10540
201,2,2020,0,0,0,0,0,0,0,1,0,0,1,4,4,4,4,4,5,4,209158.0,31390.0,10965.92,1376.43,8578.45,59.42,10409.77,2112.0,517.0,2007032.0,759643.0,146193.0,353064.0,2411.0,745721.0,41470
201,2,2020,0,0,0,0,0,0,0,1,0,1,1,4,4,4,4,4,5,4,365108.0,53226.0,14488.5,1762.63,20423.84,93.27,16457.73,3021.0,540.0,3812022.0,1273874.0,193021.0,1025708.0,5238.0,1314181.0,9773
202,3,2020,1,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,237040.0,19338.0,7127.46,459.47,5598.42,44.05,6108.6,37910.0,355.0,1049316.0,432059.0,41919.0,193936.0,1546.0,379856.0,45322
202,3,2020,1,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,411181.0,34382.0,9782.56,633.62,13838.59,55.85,10071.31,72269.0,442.0,2198935.0,854295.0,61645.0,581436.0,1988.0,699571.0,10571
203,4,2020,1,0,0,0,1,1,0,0,0,0,1,4,4,5,5,4,4,4,123036.0,3403.0,1584.71,149.28,1188.61,14.19,466.4,53679.0,214.0,178176.0,94609.0,10787.0,42243.0,739.0,29798.0,35850
203,4,2020,1,0,0,0,1,1,0,0,0,1,1,4,4,5,5,4,4,4,188638.0,5635.0,2913.07,145.56,1671.05,13.65,891.66,74699.0,76.0,379901.0,255620.0,14022.0,51064.0,471.0,58724.0,8820
204,5,2020,1,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,72184.0,3499.0,1650.1,195.95,957.96,19.28,675.81,6999.0,223.0,205714.0,96048.0,14388.0,46250.0,798.0,48230.0,36642
204,5,2020,1,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,108181.0,4295.0,2015.46,223.22,1294.67,21.54,740.01,4365.0,131.0,276987.0,155482.0,15259.0,46256.0,1443.0,58547.0,9176
205,6,2020,1,0,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,85695.0,6395.0,2939.19,603.09,1434.5,39.99,1378.36,408.0,139.0,334228.0,153105.0,48920.0,51930.0,1086.0,79187.0,31050
205,6,2020,1,0,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,138034.0,8554.0,3679.79,572.18,2699.41,29.62,1573.03,402.0,211.0,509572.0,254767.0,42516.0,94376.0,1206.0,116707.0,8550
206,7,2020,1,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,130797.0,11644.0,4800.58,1118.08,3024.36,63.6,2637.43,953.0,245.0,698901.0,302980.0,85321.0,116430.0,2210.0,191960.0,36487
206,7,2020,1,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,222087.0,18269.0,7090.41,1314.35,6162.139999999999,98.94,3603.2,1856.0,574.0,1190826.0,539604.0,96157.0,247766.0,5398.0,301901.0,9517
207,8,2020,1,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,138950.0,11012.0,4557.84,1144.6,2996.56,42.230000000000004,2271.0,1687.0,275.0,621037.0,262411.0,87961.0,118702.0,1481.0,150482.0,36084
207,8,2020,1,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,237764.0,17956.0,6684.63,1366.56,6385.54,100.42,3417.79,2233.0,550.0,1083771.0,487315.0,102381.0,241018.0,3730.0,248818.0,9362
208,9,2020,1,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,115823.0,7693.0,3680.69,466.63,2021.41,62.71,1461.61,842.0,151.0,409893.0,198001.0,48164.0,68634.0,2350.0,92744.0,36330
208,9,2020,1,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,207524.0,12502.0,5344.52,714.31,3972.22,98.64,2372.34,963.0,299.0,775493.0,387971.0,64400.0,149082.0,3940.0,170100.0,9300
209,10,2020,1,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,126438.0,10892.0,4847.64,552.62,3009.07,70.77,2412.24,950.0,213.0,637800.0,296883.0,64592.0,104288.0,2400.0,169637.0,35898
209,10,2020,1,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,225668.0,18615.0,6915.03,892.0,7028.8,111.88,3667.41,910.0,324.0,1141255.0,518688.0,81226.0,241031.0,4260.0,296050.0,9548
210,11,2020,1,0,1,0,0,0,0,0,1,0,1,5,4,4,4,4,4,5,131088.0,10186.0,4639.15,439.94,3059.47,54.95,1992.65,667.0,249.0,546176.0,266652.0,40956.0,101373.0,2530.0,134665.0,35190
210,11,2020,1,0,1,0,0,0,0,0,1,1,1,5,4,4,4,4,4,5,233275.0,17218.0,6756.2300000000005,576.73,6431.59,90.34,3363.24,1360.0,288.0,1008964.0,495941.0,52022.0,199575.0,3391.0,258035.0,9240
211,12,2020,1,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,133233.0,15761.0,7012.66,618.62,4488.36,72.9,3568.44,1341.0,319.0,864482.0,389446.0,68737.0,178294.0,2852.0,225153.0,37479
211,12,2020,1,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,238124.0,27771.0,10205.71,1044.65,10960.86,108.87,5451.01,2509.0,248.0,1696219.0,752683.0,135607.0,405402.0,4122.0,398405.0,10013
212,1,2021,1,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,130923.0,12451.0,5162.27,611.64,3783.5099999999998,78.41,2815.34,1477.0,347.0,743977.0,300907.0,97292.0,154166.0,3716.0,187896.0,38285
212,1,2021,1,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,230505.0,22510.0,7941.77,1064.79,9222.5,78.19,4202.81,2170.0,230.0,1541050.0,638774.0,131044.0,425871.0,3991.0,341370.0,10292
213,2,2021,1,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,120818.0,16641.0,6474.74,1519.47,5195.51,71.59,3379.84,7348.0,343.0,1048567.0,396285.0,215434.0,208754.0,2369.0,225725.0,33348
213,2,2021,1,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,211648.0,28952.0,9522.94,2250.05,11523.97,99.0,5556.2,11080.0,307.0,1931840.0,747500.0,281707.0,456842.0,4032.0,441759.0,9184
214,3,2021,1,0,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,164323.0,17743.0,7672.35,608.27,4474.04,122.79,4864.7699999999995,2075.0,339.0,992458.0,458166.0,60362.0,164473.0,4151.0,305286.0,38626
214,3,2021,1,0,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,280153.0,26900.0,10624.68,994.54,8737.5,171.13,6372.12,3691.0,406.0,1697605.0,784269.0,99795.0,353250.0,7120.0,453171.0,10230
215,4,2021,1,0,0,0,0,1,1,0,0,0,1,4,4,4,5,5,4,4,164730.0,18486.0,7809.8,764.41,4982.76,121.45,4807.58,910.0,262.0,1073194.0,452725.0,85686.0,206241.0,6789.0,321753.0,37770
215,4,2021,1,0,0,0,0,1,1,0,0,1,1,4,4,4,5,5,4,4,285907.0,29196.0,11015.03,1114.8,9245.45,296.98,7523.64,1583.0,457.0,1968955.0,828283.0,122749.0,410312.0,26192.0,581419.0,9900
216,5,2021,1,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,180531.0,26220.0,10699.17,1432.0,5876.81,149.51,8062.49,961.0,394.0,1570302.0,598564.0,148211.0,257659.0,5254.0,560614.0,40362
216,5,2021,1,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,315013.0,39386.0,14983.92,1923.52,11220.97,243.06,11014.7,1322.0,870.0,2740820.0,1116639.0,206859.0,541652.0,9668.0,866002.0,10416
217,6,2021,1,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,205042.0,52708.0,20397.62,2977.37,9491.12,254.81,19587.2,3384.0,446.0,3432791.0,1272188.0,273833.0,425871.0,13111.0,1447788.0,41580
217,6,2021,1,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,341082.0,74857.0,26266.5,3827.59,19273.47,310.21,25179.29,5466.0,1360.0,5477042.0,1996094.0,371187.0,1061254.0,14532.0,2033975.0,10200
218,7,2021,1,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,219023.0,58677.0,23229.63,3024.74,10437.25,257.37,21728.27,3683.0,583.0,3928884.0,1521599.0,290380.0,477476.0,12728.0,1626701.0,42284
218,7,2021,1,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,364235.0,84446.0,29578.17,4122.58,20748.62,357.0,29639.69,5459.0,1652.0,6295158.0,2317830.0,400237.0,1101172.0,18275.0,2457644.0,10385
219,8,2021,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,214339.0,50475.0,20662.9,2777.65,9188.87,196.93,17648.42,6685.0,628.0,3190835.0,1275474.0,262861.0,399213.0,9495.0,1243792.0,42718
219,8,2021,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,364840.0,76912.0,27660.85,3895.59,19373.8,253.71,25728.07,10507.0,1412.0,5575173.0,2111557.0,409618.0,1038607.0,11327.0,2004064.0,10509
220,9,2021,0,0,0,0,1,1,0,0,0,0,1,4,4,5,5,4,4,4,196504.0,28718.0,12578.13,989.66,6102.8,133.61,8913.93,2930.0,295.0,1611967.0,727896.0,78800.0,233303.0,5887.0,566081.0,42060
220,9,2021,0,0,0,0,1,1,0,0,0,1,1,4,4,5,5,4,4,4,341546.0,44645.0,17091.31,1650.46,12038.21,199.69,13665.41,3809.0,639.0,3016532.0,1284014.0,158752.0,559683.0,8657.0,1005426.0,10200
221,10,2021,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,207052.0,40834.0,17904.57,1076.84,7311.07,132.57,14409.05,4862.0,410.0,2367732.0,1061831.0,95424.0,287165.0,5682.0,917630.0,43245
221,10,2021,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,357734.0,58752.0,23048.81,1794.72,14019.53,233.29,19655.76,6900.0,630.0,3946284.0,1703855.0,167081.0,650334.0,10128.0,1414886.0,10633
222,11,2021,0,0,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,198066.0,32448.0,14384.95,678.63,6347.02,182.04,10855.51,1059.0,318.0,1757521.0,828677.0,60666.0,210545.0,8217.0,649416.0,41250
222,11,2021,0,0,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,349493.0,49225.0,20197.08,887.83,12150.08,288.0,15702.15,2365.0,416.0,3019669.0,1423518.0,83188.0,417673.0,14562.0,1080728.0,10380
223,12,2021,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,200674.0,46259.0,20296.59,1796.68,8324.89,190.03,15650.82,4969.0,811.0,2755688.0,1212538.0,203624.0,333680.0,7792.0,998054.0,41912
223,12,2021,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,351211.0,72891.0,28814.15,2446.18,17974.45,280.33,23376.079999999998,8360.0,562.0,4929267.0,2138090.0,275213.0,754899.0,12325.0,1748740.0,10695
224,1,2022,0,0,1,0,0,0,0,1,1,0,0,5,4,4,4,4,5,5,195880.0,37608.0,17264.13,1556.14,7264.06,89.01,11434.8,11591.0,466.0,2384495.0,1116264.0,152063.0,297995.0,4738.0,813435.0,41943
224,1,2022,0,0,1,0,0,0,0,1,1,1,0,5,4,4,4,4,5,5,342009.0,59444.0,24004.28,2258.84,15190.49,186.5,17803.9,21652.0,651.0,4261684.0,1921079.0,245613.0,682695.0,7560.0,1404737.0,10664
225,2,2022,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,180879.0,35058.0,15056.3,1303.31,7248.2,105.33,11344.97,8633.0,401.0,2111924.0,915781.0,144412.0,299114.0,3854.0,748763.0,37156
225,2,2022,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,314834.0,57556.0,21107.39,2114.98,15980.39,219.72,18133.63,13103.0,430.0,4063246.0,1644352.0,260490.0,732130.0,9652.0,1416622.0,9576
226,3,2022,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,207589.0,46968.0,18908.37,1314.98,10199.45,175.06,16369.73,3740.0,530.0,2911407.0,1131093.0,143461.0,483824.0,7303.0,1145726.0,42098
226,3,2022,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,357264.0,72848.0,24672.84,2137.49,20940.41,279.7,24817.67,5002.0,871.0,4993070.0,1858540.0,209828.0,1010029.0,13079.0,1901594.0,10695
